Gene stable ID	Gene stable ID version	NCBI gene (formerly Entrezgene) ID	Gene name	HGNC symbol
ENSG00000254830	ENSG00000254830.1		AP002428.1	
ENSG00000149972	ENSG00000149972.11	53942	CNTN5	CNTN5
ENSG00000223269	ENSG00000223269.1		RN7SKP53	RN7SKP53
ENSG00000255547	ENSG00000255547.1		RPA2P3	RPA2P3
ENSG00000242165	ENSG00000242165.3		RN7SL222P	RN7SL222P
ENSG00000255059	ENSG00000255059.1		PPIAP43	PPIAP43
ENSG00000248027	ENSG00000248027.1	100128386	ARHGAP42-AS1	ARHGAP42-AS1
ENSG00000165895	ENSG00000165895.19	143872	ARHGAP42	ARHGAP42
ENSG00000200047	ENSG00000200047.1		RN7SKP115	RN7SKP115
ENSG00000082175	ENSG00000082175.15	5241	PGR	PGR
ENSG00000282728	ENSG00000282728.1		PGR-AS1	PGR-AS1
ENSG00000255504	ENSG00000255504.2		AP001533.1	
ENSG00000137672	ENSG00000137672.13	7225	TRPC6	TRPC6
ENSG00000263885	ENSG00000263885.1	100500823	MIR3920	MIR3920
ENSG00000254506	ENSG00000254506.1		AP003080.1	
ENSG00000254534	ENSG00000254534.1		AP000776.1	
ENSG00000187151	ENSG00000187151.7	253935	ANGPTL5	ANGPTL5
ENSG00000110318	ENSG00000110318.15	57562	CEP126	CEP126
ENSG00000137691	ENSG00000137691.13	85016	CFAP300	CFAP300
ENSG00000274097	ENSG00000274097.1		RNA5SP535	RNA5SP535
ENSG00000260008	ENSG00000260008.1		AP001527.1	
ENSG00000277459	ENSG00000277459.1		AP001527.2	
ENSG00000137693	ENSG00000137693.14	10413	YAP1	YAP1
ENSG00000254422	ENSG00000254422.1		AP000942.2	
ENSG00000243777	ENSG00000243777.1		AP000942.1	
ENSG00000270868	ENSG00000270868.1		AP000942.3	
ENSG00000271600	ENSG00000271600.1		AP000942.4	
ENSG00000212466	ENSG00000212466.1		RNU6-952P	RNU6-952P
ENSG00000288528	ENSG00000288528.1		AP000942.5	
ENSG00000023445	ENSG00000023445.16	330	BIRC3	BIRC3
ENSG00000110330	ENSG00000110330.8	329	BIRC2	BIRC2
ENSG00000152558	ENSG00000152558.15	114908	TMEM123	TMEM123
ENSG00000255337	ENSG00000255337.1	101928424	AP001830.1	
ENSG00000255482	ENSG00000255482.1	102723838	AP001830.2	
ENSG00000137673	ENSG00000137673.9	4316	MMP7	MMP7
ENSG00000137674	ENSG00000137674.4	9313	MMP20	MMP20
ENSG00000256916	ENSG00000256916.1		AP000851.1	
ENSG00000281655	ENSG00000281655.1		AP000851.2	
ENSG00000137675	ENSG00000137675.5	64066	MMP27	MMP27
ENSG00000118113	ENSG00000118113.12	4317	MMP8	MMP8
ENSG00000255282	ENSG00000255282.6	100288077	WTAPP1	WTAPP1
ENSG00000225678	ENSG00000225678.2		AP000619.1	
ENSG00000256254	ENSG00000256254.1		AP000619.3	
ENSG00000166670	ENSG00000166670.10	4319	MMP10	MMP10
ENSG00000196611	ENSG00000196611.5	4312	MMP1	MMP1
ENSG00000256035	ENSG00000256035.1		AP000619.2	
ENSG00000149968	ENSG00000149968.12	4314	MMP3	MMP3
ENSG00000262406	ENSG00000262406.3	4321	MMP12	MMP12
ENSG00000255469	ENSG00000255469.1		BOLA3P1	BOLA3P1
ENSG00000238562	ENSG00000238562.1		RNU7-159P	RNU7-159P
ENSG00000137745	ENSG00000137745.12	4322	MMP13	MMP13
ENSG00000276521	ENSG00000276521.1		AP001486.3	
ENSG00000239861	ENSG00000239861.1		AP001486.1	
ENSG00000137692	ENSG00000137692.12	84259	DCUN1D5	DCUN1D5
ENSG00000260966	ENSG00000260966.1		AP001486.2	
ENSG00000187240	ENSG00000187240.16	79659	DYNC2H1	DYNC2H1
ENSG00000285878	ENSG00000285878.1		AP002961.1	
ENSG00000254895	ENSG00000254895.2		MTCO3P15	MTCO3P15
ENSG00000254931	ENSG00000254931.2		MTATP6P15	MTATP6P15
ENSG00000255417	ENSG00000255417.1		MTCO2P15	MTCO2P15
ENSG00000255350	ENSG00000255350.1		MTCO1P15	MTCO1P15
ENSG00000254565	ENSG00000254565.1		MTND2P26	MTND2P26
ENSG00000253245	ENSG00000253245.2		MTND1P36	MTND1P36
ENSG00000254824	ENSG00000254824.1		AP003461.1	
ENSG00000254987	ENSG00000254987.1		AP002989.1	
ENSG00000264200	ENSG00000264200.1	100616457	MIR4693	MIR4693
ENSG00000170962	ENSG00000170962.13	80310	PDGFD	PDGFD
ENSG00000255548	ENSG00000255548.1		AP003043.1	
ENSG00000170967	ENSG00000170967.5	414301	DDI1	DDI1
ENSG00000280773	ENSG00000280773.2		AP003304.1	
ENSG00000256422	ENSG00000256422.6		LINC02552	LINC02552
ENSG00000270449	ENSG00000270449.1		AP001485.1	
ENSG00000254569	ENSG00000254569.1		AP002004.1	
ENSG00000204403	ENSG00000204403.9	100506742	CASP12	CASP12
ENSG00000235505	ENSG00000235505.7	643733	CASP4LP	CASP4LP
ENSG00000196954	ENSG00000196954.14	837	CASP4	CASP4
ENSG00000284715	ENSG00000284715.1		AP001153.1	
ENSG00000137757	ENSG00000137757.11	838	CASP5	CASP5
ENSG00000137752	ENSG00000137752.24	834	CASP1	CASP1
ENSG00000204397	ENSG00000204397.8	114769	CARD16	CARD16
ENSG00000288255	ENSG00000288255.1		AP001153.2	
ENSG00000254750	ENSG00000254750.1		CASP1P2	CASP1P2
ENSG00000255221	ENSG00000255221.3	440068	CARD17	CARD17
ENSG00000255430	ENSG00000255430.1		CASP1P1	CASP1P1
ENSG00000255501	ENSG00000255501.3	59082	CARD18	CARD18
ENSG00000254767	ENSG00000254767.1		OR2AL1P	OR2AL1P
ENSG00000255336	ENSG00000255336.1		AP003181.1	
ENSG00000278640	ENSG00000278640.1		Metazoa_SRP	
ENSG00000152578	ENSG00000152578.13	2893	GRIA4	GRIA4
ENSG00000255403	ENSG00000255403.1		AP000641.1	
ENSG00000222663	ENSG00000222663.1		RNU4-55P	RNU4-55P
ENSG00000252081	ENSG00000252081.1		RNU6-277P	RNU6-277P
ENSG00000285813	ENSG00000285813.1		AP000813.1	
ENSG00000170903	ENSG00000170903.11	84437	MSANTD4	MSANTD4
ENSG00000182359	ENSG00000182359.15	143879	KBTBD3	KBTBD3
ENSG00000149313	ENSG00000149313.11	60496	AASDHPPT	AASDHPPT
ENSG00000254433	ENSG00000254433.1		AP001001.1	
ENSG00000287846	ENSG00000287846.1		AP001001.2	
ENSG00000254580	ENSG00000254580.1	105369473	LINC02719	LINC02719
ENSG00000286345	ENSG00000286345.1		AP002001.3	
ENSG00000254811	ENSG00000254811.5	101928535	AP002001.1	
ENSG00000255065	ENSG00000255065.1		AP002001.2	
ENSG00000287802	ENSG00000287802.1		AP003173.1	
ENSG00000152402	ENSG00000152402.11	2977	GUCY1A2	GUCY1A2
ENSG00000274584	ENSG00000274584.1		AP001282.2	
ENSG00000213252	ENSG00000213252.3		AP001282.1	
ENSG00000255353	ENSG00000255353.1		AP003057.1	
ENSG00000261098	ENSG00000261098.1		AP000766.1	
ENSG00000152404	ENSG00000152404.15	143884	CWF19L2	CWF19L2
ENSG00000225215	ENSG00000225215.1		SMARCE1P1	SMARCE1P1
ENSG00000137760	ENSG00000137760.15	91801	ALKBH8	ALKBH8
ENSG00000270969	ENSG00000270969.1		AP001823.1	
ENSG00000110675	ENSG00000110675.13	55531	ELMOD1	ELMOD1
ENSG00000255483	ENSG00000255483.1		AP000889.2	
ENSG00000254758	ENSG00000254758.1		AP000889.1	
ENSG00000170290	ENSG00000170290.4	6588	SLN	SLN
ENSG00000254702	ENSG00000254702.1		AP002353.1	
ENSG00000110660	ENSG00000110660.15	54733	SLC35F2	SLC35F2
ENSG00000240652	ENSG00000240652.1		AP001024.1	
ENSG00000179331	ENSG00000179331.3	54734	RAB39A	RAB39A
ENSG00000288012	ENSG00000288012.1		AP003307.1	
ENSG00000166266	ENSG00000166266.14	8065	CUL5	CUL5
ENSG00000200855	ENSG00000200855.1		Y_RNA	
ENSG00000255467	ENSG00000255467.1		AP002433.1	
ENSG00000075239	ENSG00000075239.14	38	ACAT1	ACAT1
ENSG00000285696	ENSG00000285696.1		AP002433.2	
ENSG00000149308	ENSG00000149308.17	4863	NPAT	NPAT
ENSG00000149311	ENSG00000149311.19	472	ATM	ATM
ENSG00000206967	ENSG00000206967.1		AP001925.1	
ENSG00000166323	ENSG00000166323.13	160140	C11orf65	C11orf65
ENSG00000178202	ENSG00000178202.13	143888	POGLUT3	POGLUT3
ENSG00000110723	ENSG00000110723.12	23086	EXPH5	EXPH5
ENSG00000178105	ENSG00000178105.11	1662	DDX10	DDX10
ENSG00000240698	ENSG00000240698.1		RPS2P39	RPS2P39
ENSG00000254730	ENSG00000254730.1		AP002453.1	
ENSG00000255379	ENSG00000255379.1		CYCSP29	CYCSP29
ENSG00000203334	ENSG00000203334.4		AP003027.1	
ENSG00000255528	ENSG00000255528.1		AP003123.1	
ENSG00000201243	ENSG00000201243.1		RNU6-654P	RNU6-654P
ENSG00000200613	ENSG00000200613.1		RNA5SP349	RNA5SP349
ENSG00000264997	ENSG00000264997.1		SNORD39	
ENSG00000255028	ENSG00000255028.5		AP003049.2	
ENSG00000185742	ENSG00000185742.7	399947	C11orf87	C11orf87
ENSG00000254890	ENSG00000254890.1		AP003049.1	
ENSG00000254482	ENSG00000254482.1		AP003102.1	
ENSG00000254659	ENSG00000254659.3		LINC02715	LINC02715
ENSG00000137710	ENSG00000137710.17	5962	RDX	RDX
ENSG00000254798	ENSG00000254798.1		TFAMP2	TFAMP2
ENSG00000287245	ENSG00000287245.1		AP001981.2	
ENSG00000224776	ENSG00000224776.3		RPSAP50	RPSAP50
ENSG00000270423	ENSG00000270423.1		AP001981.1	
ENSG00000255210	ENSG00000255210.1		AP001889.1	
ENSG00000149289	ENSG00000149289.11	85463	ZC3H12C	ZC3H12C
ENSG00000254416	ENSG00000254416.6		LINC02732	LINC02732
ENSG00000137714	ENSG00000137714.3	2230	FDX1	FDX1
ENSG00000137727	ENSG00000137727.12	57569	ARHGAP20	ARHGAP20
ENSG00000233497	ENSG00000233497.4		HNRNPA1P60	HNRNPA1P60
ENSG00000255149	ENSG00000255149.1		AP002963.1	
ENSG00000287556	ENSG00000287556.1		AP003973.4	
ENSG00000200168	ENSG00000200168.1		RNA5SP350	RNA5SP350
ENSG00000271390	ENSG00000271390.1		AP003973.2	
ENSG00000271584	ENSG00000271584.2	105369490	LINC02550	LINC02550
ENSG00000287028	ENSG00000287028.1		AP003973.3	
ENSG00000239354	ENSG00000239354.1		RPS17P15	RPS17P15
ENSG00000270202	ENSG00000270202.1		AP003973.1	
ENSG00000150750	ENSG00000150750.8	341032	C11orf53	C11orf53
ENSG00000196167	ENSG00000196167.10	399948	COLCA1	COLCA1
ENSG00000214290	ENSG00000214290.8	120376	COLCA2	COLCA2
ENSG00000288097	ENSG00000288097.1		AP002448.1	
ENSG00000264032	ENSG00000264032.1	100616330	MIR4491	MIR4491
ENSG00000110777	ENSG00000110777.12	5450	POU2AF1	POU2AF1
ENSG00000253099	ENSG00000253099.1		RNU2-60P	RNU2-60P
ENSG00000255428	ENSG00000255428.1	100132078	AP002008.3	
ENSG00000255093	ENSG00000255093.2		AP002008.2	
ENSG00000137707	ENSG00000137707.13	54766	BTG4	BTG4
ENSG00000286028	ENSG00000286028.1	728196	AP002008.4	
ENSG00000207811	ENSG00000207811.3	407041	MIR34B	MIR34B
ENSG00000207562	ENSG00000207562.3	407042	MIR34C	MIR34C
ENSG00000254980	ENSG00000254980.1		AP002008.1	
ENSG00000183644	ENSG00000183644.13	399949	C11orf88	C11orf88
ENSG00000204381	ENSG00000204381.11	143903	LAYN	LAYN
ENSG00000170145	ENSG00000170145.5	23235	SIK2	SIK2
ENSG00000235286	ENSG00000235286.1		AP000925.1	
ENSG00000223324	ENSG00000223324.1		RN7SKP273	RN7SKP273
ENSG00000137713	ENSG00000137713.16	5519	PPP2R1B	PPP2R1B
ENSG00000254990	ENSG00000254990.5		AP001781.1	
ENSG00000086848	ENSG00000086848.15	79796	ALG9	ALG9
ENSG00000258529	ENSG00000258529.5		AP001781.2	
ENSG00000254450	ENSG00000254450.1		ALG9-IT1	ALG9-IT1
ENSG00000254949	ENSG00000254949.1		GNG5P3	GNG5P3
ENSG00000255561	ENSG00000255561.7	91893	FDXACB1	FDXACB1
ENSG00000137720	ENSG00000137720.8	64776	C11orf1	C11orf1
ENSG00000176343	ENSG00000176343.5		RPL37AP8	RPL37AP8
ENSG00000109846	ENSG00000109846.9	1410	CRYAB	CRYAB
ENSG00000170276	ENSG00000170276.6	3316	HSPB2	HSPB2
ENSG00000254445	ENSG00000254445.1		HSPB2-C11orf52	HSPB2-C11orf52
ENSG00000149300	ENSG00000149300.10	91894	C11orf52	C11orf52
ENSG00000150764	ENSG00000150764.14	85458	DIXDC1	DIXDC1
ENSG00000238965	ENSG00000238965.1		RNA5SP351	RNA5SP351
ENSG00000255286	ENSG00000255286.2		AP000907.1	
ENSG00000255334	ENSG00000255334.1		AP000907.2	
ENSG00000150768	ENSG00000150768.16	1737	DLAT	DLAT
ENSG00000230911	ENSG00000230911.1		PPIHP1	PPIHP1
ENSG00000238444	ENSG00000238444.1		RNU6-893P	RNU6-893P
ENSG00000271025	ENSG00000271025.1		AP000907.3	
ENSG00000150773	ENSG00000150773.10	120379	PIH1D2	PIH1D2
ENSG00000150776	ENSG00000150776.18	55216	NKAPD1	NKAPD1
ENSG00000150779	ENSG00000150779.12	26521	TIMM8B	TIMM8B
ENSG00000204370	ENSG00000204370.13	6392	SDHD	SDHD
ENSG00000255292	ENSG00000255292.9		AP002884.2	
ENSG00000150782	ENSG00000150782.12	3606	IL18	IL18
ENSG00000254638	ENSG00000254638.1		AP002884.1	
ENSG00000150783	ENSG00000150783.10	56158	TEX12	TEX12
ENSG00000197580	ENSG00000197580.13	83875	BCO2	BCO2
ENSG00000214264	ENSG00000214264.4		KCTD9P4	KCTD9P4
ENSG00000255231	ENSG00000255231.1		MRPS36P4	MRPS36P4
ENSG00000243930	ENSG00000243930.1		RPS12P21	RPS12P21
ENSG00000150787	ENSG00000150787.8	5805	PTS	PTS
ENSG00000243250	ENSG00000243250.1		RPS6P16	RPS6P16
ENSG00000188771	ENSG00000188771.5	349633	PLET1	PLET1
ENSG00000268472	ENSG00000268472.2	100132686	AP002884.3	
ENSG00000213234	ENSG00000213234.4		ST13P10	ST13P10
ENSG00000250303	ENSG00000250303.4	283140	LINC02762	LINC02762
ENSG00000206772	ENSG00000206772.1		RNU6-44P	RNU6-44P
ENSG00000254968	ENSG00000254968.7	101928823	LINC02763	LINC02763
ENSG00000213233	ENSG00000213233.5		RPL23AP62	RPL23AP62
ENSG00000255484	ENSG00000255484.2	387810	LINC02764	LINC02764
ENSG00000212397	ENSG00000212397.1		AP003063.1	
ENSG00000285769	ENSG00000285769.2		AP003100.2	
ENSG00000287006	ENSG00000287006.1	105369496	AP003100.3	
ENSG00000254626	ENSG00000254626.1		AP003100.1	
ENSG00000288070	ENSG00000288070.1		AC016902.1	
ENSG00000247416	ENSG00000247416.4	101928847	AP000802.1	
ENSG00000149294	ENSG00000149294.16	4684	NCAM1	NCAM1
ENSG00000238998	ENSG00000238998.1		RNU7-187P	RNU7-187P
ENSG00000227487	ENSG00000227487.4		NCAM1-AS1	NCAM1-AS1
ENSG00000255129	ENSG00000255129.6		AP000880.1	
ENSG00000149292	ENSG00000149292.17	54970	TTC12	TTC12
ENSG00000270179	ENSG00000270179.1		AP002840.2	
ENSG00000170209	ENSG00000170209.5	255239	ANKK1	ANKK1
ENSG00000256757	ENSG00000256757.1		AP002840.1	
ENSG00000149295	ENSG00000149295.14	1813	DRD2	DRD2
ENSG00000265140	ENSG00000265140.1	100422855	MIR4301	MIR4301
ENSG00000166682	ENSG00000166682.13	80975	TMPRSS5	TMPRSS5
ENSG00000256091	ENSG00000256091.1		MTRF1LP1	MTRF1LP1
ENSG00000086827	ENSG00000086827.9	9183	ZW10	ZW10
ENSG00000243353	ENSG00000243353.1		RPS29P19	RPS29P19
ENSG00000257070	ENSG00000257070.1		AP003170.5	
ENSG00000256603	ENSG00000256603.1		AP003170.4	
ENSG00000228607	ENSG00000228607.2	644672	CLDN25	CLDN25
ENSG00000256167	ENSG00000256167.1		ATF4P4	ATF4P4
ENSG00000255870	ENSG00000255870.1		AP003170.2	
ENSG00000257101	ENSG00000257101.1		LRRC37A13P	LRRC37A13P
ENSG00000048028	ENSG00000048028.11	57646	USP28	USP28
ENSG00000256452	ENSG00000256452.1		AP003170.3	
ENSG00000255710	ENSG00000255710.2		AP003170.1	
ENSG00000201687	ENSG00000201687.1		RNU6-1107P	RNU6-1107P
ENSG00000149305	ENSG00000149305.7	9177	HTR3B	HTR3B
ENSG00000166736	ENSG00000166736.11	3359	HTR3A	HTR3A
ENSG00000109906	ENSG00000109906.14	7704	ZBTB16	ZBTB16
ENSG00000286463	ENSG00000286463.1		AP002755.1	
ENSG00000256947	ENSG00000256947.1		AP002518.2	
ENSG00000166741	ENSG00000166741.8	4837	NNMT	NNMT
ENSG00000256195	ENSG00000256195.3	101928940	AP002518.1	
ENSG00000180425	ENSG00000180425.11	54494	C11orf71	C11orf71
ENSG00000076053	ENSG00000076053.11	10179	RBM7	RBM7
ENSG00000255663	ENSG00000255663.1		AP002373.1	
ENSG00000076043	ENSG00000076043.11	25996	REXO2	REXO2
ENSG00000256533	ENSG00000256533.1		AP002373.2	
ENSG00000255982	ENSG00000255982.1		NXPE2P1	NXPE2P1
ENSG00000270204	ENSG00000270204.1		AC020549.3	
ENSG00000095110	ENSG00000095110.8	120400	NXPE1	NXPE1
ENSG00000238724	ENSG00000238724.1		AC020549.1	
ENSG00000137634	ENSG00000137634.10	54827	NXPE4	NXPE4
ENSG00000256674	ENSG00000256674.1		AC020549.2	
ENSG00000204361	ENSG00000204361.10	120406	NXPE2	NXPE2
ENSG00000252870	ENSG00000252870.1		AP003179.1	
ENSG00000182985	ENSG00000182985.17	23705	CADM1	CADM1
ENSG00000287897	ENSG00000287897.1		AP000465.1	
ENSG00000256972	ENSG00000256972.1		AP000462.3	
ENSG00000255580	ENSG00000255580.1		AP000462.1	
ENSG00000256315	ENSG00000256315.1	105369507	AP000462.2	
ENSG00000256281	ENSG00000256281.1		AP003174.2	
ENSG00000257087	ENSG00000257087.1		AP003174.3	
ENSG00000255903	ENSG00000255903.2		RPL12P46	RPL12P46
ENSG00000255689	ENSG00000255689.1		AP003174.1	
ENSG00000239153	ENSG00000239153.1		AP000997.1	
ENSG00000255599	ENSG00000255599.1		AP000997.2	
ENSG00000260254	ENSG00000260254.1		AP000997.3	
ENSG00000279771	ENSG00000279771.1		AP000997.4	
ENSG00000256717	ENSG00000256717.1		LINC02698	LINC02698
ENSG00000279818	ENSG00000279818.1		AP002991.1	
ENSG00000288020	ENSG00000288020.1		AP002991.2	
ENSG00000246100	ENSG00000246100.4		LINC00900	LINC00900
ENSG00000257067	ENSG00000257067.6		LINC02703	LINC02703
ENSG00000244259	ENSG00000244259.1		AP000797.2	
ENSG00000239600	ENSG00000239600.1		AP000797.1	
ENSG00000236437	ENSG00000236437.1		LINC02151	LINC02151
ENSG00000278945	ENSG00000278945.1		AP000770.1	
ENSG00000237937	ENSG00000237937.6	101929011	LINC02702	LINC02702
ENSG00000137656	ENSG00000137656.12	84811	BUD13	BUD13
ENSG00000226645	ENSG00000226645.1		AP006216.1	
ENSG00000109917	ENSG00000109917.11	8882	ZPR1	ZPR1
ENSG00000110243	ENSG00000110243.12	116519	APOA5	APOA5
ENSG00000236267	ENSG00000236267.1		AP006216.2	
ENSG00000285513	ENSG00000285513.1		AP006216.3	
ENSG00000110244	ENSG00000110244.7	337	APOA4	APOA4
ENSG00000110245	ENSG00000110245.12	345	APOC3	APOC3
ENSG00000118137	ENSG00000118137.10	335	APOA1	APOA1
ENSG00000235910	ENSG00000235910.2	104326055	APOA1-AS	APOA1-AS
ENSG00000160584	ENSG00000160584.16	23387	SIK3	SIK3
ENSG00000200537	ENSG00000200537.1		RNY4P6	RNY4P6
ENSG00000234268	ENSG00000234268.1		AP000936.3	
ENSG00000224077	ENSG00000224077.1		AP000936.1	
ENSG00000225236	ENSG00000225236.1		AP000936.2	
ENSG00000254851	ENSG00000254851.1		AP005018.2	
ENSG00000254678	ENSG00000254678.1		AP005018.1	
ENSG00000168092	ENSG00000168092.14	5049	PAFAH1B2	PAFAH1B2
ENSG00000149577	ENSG00000149577.16	51092	SIDT2	SIDT2
ENSG00000149591	ENSG00000149591.17	6876	TAGLN	TAGLN
ENSG00000160613	ENSG00000160613.14	9159	PCSK7	PCSK7
ENSG00000280143	ENSG00000280143.1		AP000892.4	
ENSG00000167257	ENSG00000167257.11	257160	RNF214	RNF214
ENSG00000252992	ENSG00000252992.1		AP000892.2	
ENSG00000186318	ENSG00000186318.16	23621	BACE1	BACE1
ENSG00000278768	ENSG00000278768.2		BACE1-AS	BACE1-AS
ENSG00000276505	ENSG00000276505.1		AP000892.3	
ENSG00000110274	ENSG00000110274.16	22897	CEP164	CEP164
ENSG00000250699	ENSG00000250699.1		AP000892.1	
ENSG00000271412	ENSG00000271412.1		PRR13P3	PRR13P3
ENSG00000177103	ENSG00000177103.15	57453	DSCAML1	DSCAML1
ENSG00000279586	ENSG00000279586.1		AP000711.1	
ENSG00000270403	ENSG00000270403.1		AP001554.1	
ENSG00000137731	ENSG00000137731.14	486	FXYD2	FXYD2
ENSG00000254844	ENSG00000254844.4		AP000757.2	
ENSG00000255245	ENSG00000255245.4	100533181	FXYD6-FXYD2	FXYD6-FXYD2
ENSG00000254528	ENSG00000254528.7		AP000757.1	
ENSG00000137726	ENSG00000137726.17	53826	FXYD6	FXYD6
ENSG00000137747	ENSG00000137747.16	84000	TMPRSS13	TMPRSS13
ENSG00000110324	ENSG00000110324.11	3587	IL10RA	IL10RA
ENSG00000255274	ENSG00000255274.9		SMIM35	SMIM35
ENSG00000272075	ENSG00000272075.2		RN7SL828P	RN7SL828P
ENSG00000137648	ENSG00000137648.19	56649	TMPRSS4	TMPRSS4
ENSG00000177098	ENSG00000177098.9	6330	SCN4B	SCN4B
ENSG00000149575	ENSG00000149575.8	6327	SCN2B	SCN2B
ENSG00000160593	ENSG00000160593.19	120425	JAML	JAML
ENSG00000255163	ENSG00000255163.1		HSPE1P18	HSPE1P18
ENSG00000160588	ENSG00000160588.10	196264	MPZL3	MPZL3
ENSG00000149573	ENSG00000149573.9	10205	MPZL2	MPZL2
ENSG00000280032	ENSG00000280032.1		AP002800.1	
ENSG00000198851	ENSG00000198851.10	916	CD3E	CD3E
ENSG00000254992	ENSG00000254992.1		AP001582.1	
ENSG00000167286	ENSG00000167286.10	915	CD3D	CD3D
ENSG00000160654	ENSG00000160654.11	917	CD3G	CD3G
ENSG00000110344	ENSG00000110344.10	9354	UBE4A	UBE4A
ENSG00000254873	ENSG00000254873.1		AP001267.1	
ENSG00000285827	ENSG00000285827.1		AP001267.5	
ENSG00000167283	ENSG00000167283.8	10632	ATP5MG	ATP5MG
ENSG00000269944	ENSG00000269944.1		AP001267.4	
ENSG00000255384	ENSG00000255384.1		AP001267.2	
ENSG00000118058	ENSG00000118058.23	4297	KMT2A	KMT2A
ENSG00000255435	ENSG00000255435.7		AP001267.3	
ENSG00000172425	ENSG00000172425.11	143941	TTC36	TTC36
ENSG00000149582	ENSG00000149582.16	84866	TMEM25	TMEM25
ENSG00000118096	ENSG00000118096.9	56912	IFT46	IFT46
ENSG00000243431	ENSG00000243431.1		RPL5P30	RPL5P30
ENSG00000095139	ENSG00000095139.14	372	ARCN1	ARCN1
ENSG00000207185	ENSG00000207185.1		RNU6-1157P	RNU6-1157P
ENSG00000019144	ENSG00000019144.19	23187	PHLDB1	PHLDB1
ENSG00000255176	ENSG00000255176.1		AP000941.1	
ENSG00000284246	ENSG00000284246.1	102466719	MIR6716	MIR6716
ENSG00000118094	ENSG00000118094.12	11181	TREH	TREH
ENSG00000255239	ENSG00000255239.2		TREHP1	TREHP1
ENSG00000255422	ENSG00000255422.3	105369519	AP002954.1	
ENSG00000207462	ENSG00000207462.1		RNU6-376P	RNU6-376P
ENSG00000287238	ENSG00000287238.1		AP002954.2	
ENSG00000110367	ENSG00000110367.13	1656	DDX6	DDX6
ENSG00000278376	ENSG00000278376.1		AP004609.3	
ENSG00000254478	ENSG00000254478.1		AP004609.2	
ENSG00000254621	ENSG00000254621.1		SETP16	SETP16
ENSG00000201535	ENSG00000201535.2		Y_RNA	
ENSG00000160683	ENSG00000160683.5	643	CXCR5	CXCR5
ENSG00000245869	ENSG00000245869.2		AP004609.1	
ENSG00000186174	ENSG00000186174.12	283149	BCL9L	BCL9L
ENSG00000264211	ENSG00000264211.1	100616376	MIR4492	MIR4492
ENSG00000110375	ENSG00000110375.3	7379	UPK2	UPK2
ENSG00000239726	ENSG00000239726.3		RN7SL688P	RN7SL688P
ENSG00000222529	ENSG00000222529.1		Y_RNA	
ENSG00000176302	ENSG00000176302.13	283150	FOXR1	FOXR1
ENSG00000280502	ENSG00000280502.1		Metazoa_SRP	
ENSG00000283691	ENSG00000283691.1		Y_RNA	
ENSG00000255121	ENSG00000255121.2		CCDC84-DT	CCDC84-DT
ENSG00000186166	ENSG00000186166.9	338657	CCDC84	CCDC84
ENSG00000240970	ENSG00000240970.1		RPL23AP64	RPL23AP64
ENSG00000254428	ENSG00000254428.1		AP003392.1	
ENSG00000254909	ENSG00000254909.1		AP003392.2	
ENSG00000118181	ENSG00000118181.11	6230	RPS25	RPS25
ENSG00000196655	ENSG00000196655.12	51399	TRAPPC4	TRAPPC4
ENSG00000283704	ENSG00000283704.1		AP003392.11	
ENSG00000137700	ENSG00000137700.18	2542	SLC37A4	SLC37A4
ENSG00000149428	ENSG00000149428.19	10525	HYOU1	HYOU1
ENSG00000255114	ENSG00000255114.1		AP003392.3	
ENSG00000271751	ENSG00000271751.1		AP003392.4	
ENSG00000272186	ENSG00000272186.1		AP003392.5	
ENSG00000160695	ENSG00000160695.15	55823	VPS11	VPS11
ENSG00000256269	ENSG00000256269.10	3145	HMBS	HMBS
ENSG00000188486	ENSG00000188486.3	3014	H2AX	H2AX
ENSG00000172269	ENSG00000172269.19	1798	DPAGT1	DPAGT1
ENSG00000172375	ENSG00000172375.13	9854	C2CD2L	C2CD2L
ENSG00000172273	ENSG00000172273.13	25988	HINFP	HINFP
ENSG00000172350	ENSG00000172350.10	64137	ABCG4	ABCG4
ENSG00000160703	ENSG00000160703.16	79671	NLRX1	NLRX1
ENSG00000172367	ENSG00000172367.16	79849	PDZD3	PDZD3
ENSG00000248712	ENSG00000248712.7	283152	CCDC153	CCDC153
ENSG00000110395	ENSG00000110395.7	867	CBL	CBL
ENSG00000222249	ENSG00000222249.1		RNU6-262P	RNU6-262P
ENSG00000076706	ENSG00000076706.17	4162	MCAM	MCAM
ENSG00000284148	ENSG00000284148.1	102465453	MIR6756	MIR6756
ENSG00000252119	ENSG00000252119.1		AP002956.1	
ENSG00000173456	ENSG00000173456.5	79102	RNF26	RNF26
ENSG00000245385	ENSG00000245385.2		AP003396.1	
ENSG00000235718	ENSG00000235718.9	83552	MFRP	MFRP
ENSG00000223953	ENSG00000223953.6	114902	C1QTNF5	C1QTNF5
ENSG00000036672	ENSG00000036672.16	9099	USP2	USP2
ENSG00000245248	ENSG00000245248.8		USP2-AS1	USP2-AS1
ENSG00000254740	ENSG00000254740.2		AP003396.3	
ENSG00000254590	ENSG00000254590.1		AP003396.2	
ENSG00000254892	ENSG00000254892.1		AP003396.4	
ENSG00000154096	ENSG00000154096.14	7070	THY1	THY1
ENSG00000263873	ENSG00000263873.1		THY1-AS1	THY1-AS1
